YEAR,TRI_FACILI,FRS_ID,FACILITY_N,STREET_ADD,CITY,COUNTY,ST,ZIP,LATITUDE,LONGITUDE,PRIMARY_NA,CHEMICAL,CAS_#/COMP,CLEAR_AIR_,CLASSIFICA,METAL,CARCINOGEN,FORM_TYPE,UNIT_OF_ME,5.1_FUGITI,5.2_STACK_,5.3_WATER,ON-SITE_RE
2016,0096WPTRLMCARRE,1.10069E+11,PETROLEUM PRODUCTS SUPPLY LLC,CARRETERA 165 KM 2.4,GUAYNABO,GUAYNABO,PR,965,18.422748,-66.108806,324121,HYDROGEN SULFIDE,7783064,YES,TRI,NO,NO,R,Pounds,84000,0,0,84000
2016,0096WPMNRG1922A,1.10039E+11,PUMA ENERGY CARIBE LLC-GUAYNABO 1 TERMINAL,RD 28 KM 0.2,GUAYNABO,GUAYNABO,PR,965,18.391571,-66.117699,424710,"1,2,4-TRIMETHYLBENZENE",95636,NO,TRI,NO,NO,R,Pounds,0,78.44,0,78.44
2016,00754LNCMNURBAP,1.10005E+11,LANCO MANUFACTURING CORP,URB APONTE # 5,SAN LORENZO,SAN LORENZO,PR,754,18.193248,-65.94819,325510,N-HEXANE,110543,YES,TRI,NO,NO,R,Pounds,222.8,407.9,0,630.7
2016,00754LNCMNURBAP,1.10005E+11,LANCO MANUFACTURING CORP,URB APONTE # 5,SAN LORENZO,SAN LORENZO,PR,754,18.193248,-65.94819,325510,TOLUENE,108883,YES,TRI,NO,NO,R,Pounds,48.35,53.02,0,101.37
2016,0096WHDSNT869KM,1.1007E+11,HUDSON TECHNOLOGIES CO,869 KM 1.5,CATANO,CATANO,PR,962,18.44046,-66.12143,325120,DICHLOROFLUOROMETHANE,75434,NO,TRI,NO,NO,A,Pounds,0,0,0,0
2016,00771TRCSLSTATE,1.10001E+11,TO-RICOS LTD LAS PIEDRAS FEED MILL,"STATE RD PR-183, KM 22 BO. MONTONES",LAS PIEDRAS,LAS PIEDRAS,PR,771,18.163808,-65.881994,311119,MANGANESE COMPOUNDS,N450,YES,TRI,YES,NO,A,Pounds,0,0,0,0
2016,00619HRRSD15CST,1.10008E+11,HARRIS PAINTS CORP,"25 C STREET, MINILLAS INDUSTRIAL PARK, BAYAMON, PR",BAYAMON,BAYAMON,PR,959,18.392783,-66.164396,325510,LEAD,7439921,YES,PBT,YES,YES,R,Pounds,0,0,0,0
2016,00751PRPGRPRO3K,1.1E+11,PREPA - AGUIRRE POWER GENERATI ON COMPLEX,PR-03 KM 152.7 BO. MONTESORRIA AGUIRRE,AGUIRRE,SALINAS,PR,704,17.9493,-66.2317,221112,POLYCYCLIC AROMATIC COMPOUNDS,N590,YES,PBT,NO,YES,R,Pounds,0,299.4,0.62,300.02
2016,00920PRPSNMERCA,1.10001E+11,PREPA - SAN JUAN STEAM PLANT,MERCADO CENTRAL AVE ZONA PORTUARIA RD PR-28,PUERTO NUEVO,SAN JUAN,PR,920,18.42722,-66.10472,221112,"BENZO(G,H,I)PERYLENE",191242,YES,PBT,NO,YES,R,Pounds,0,0.2,0.319,0.519
2016,00619CRBBNLUCHE,1.10008E+11,PUMA ENERGY CARIBE LLC,PR 28 KM 2 LUCHETTI IND US TRIAL PARK,BAYAMON,BAYAMON,PR,961,18.418463,-66.137481,424710,N-HEXANE,110543,YES,TRI,NO,NO,R,Pounds,12,974.43,0,986.43
2016,00617PRCSNTMASD,1.10025E+11,ADM ALLIANCE NUTRITION OF PUERTO RICO LLC,TOMAS DAVILA ST EDIF 10  PALMAS ALTAS INDUSTRIAL P,BARCELONETA,BARCELONETA,PR,617,18.452756,-66.540381,311119,ZINC (FUME OR DUST),7440666,NO,TRI,NO,NO,A,Pounds,0,0,0,0
2016,00619CRBBNLUCHE,1.10008E+11,PUMA ENERGY CARIBE LLC,PR 28 KM 2 LUCHETTI IND US TRIAL PARK,BAYAMON,BAYAMON,PR,961,18.418463,-66.137481,424710,BENZENE,71432,YES,TRI,NO,YES,R,Pounds,12.456,1090,0,1102.456
2016,00656DCRBNBOMAG,1.10009E+11,PREPA-SOUTH COAST POWER PLANT,PR-127 KM 15.7,GUAYANILLA,GUAYANILLA,PR,656,18.0001,-66.7536,221112,N-HEXANE,110543,YES,TRI,NO,NO,R,Pounds,0,59096,0,59096
2016,00950PRPPLPR165,1.10001E+11,PREPA - PALO SECO STEAM PLANT,PR-165 KM. 31.8,TOA BAJA,TOA BAJA,PR,949,18.4551,-66.1489,221112,POLYCYCLIC AROMATIC COMPOUNDS,N590,YES,PBT,NO,YES,R,Pounds,0,45.2,0.66,45.86
2016,00612THRMKZENOG,1.10001E+11,THERMO KING PUERTO RICO MANUFACTURA INC,517 ZONA IND US TRIAL,ARECIBO,ARECIBO,PR,612,18.45815,-66.746457,333415,NICKEL,7440020,YES,TRI,YES,YES,R,Pounds,0,0.04,0,0.04
2016,00619HRRSD15CST,1.10008E+11,HARRIS PAINTS CORP,"25 C STREET, MINILLAS INDUSTRIAL PARK, BAYAMON, PR",BAYAMON,BAYAMON,PR,959,18.392783,-66.164396,325510,CERTAIN GLYCOL ETHERS,N230,YES,TRI,NO,NO,R,Pounds,0.19,0.068,0,0.258
2016,00965PCKGNAMELI,1.10016E+11,WESTROCK-PUERTO RICO INC,AMELIA IND US TRIAL PARK 47 AMELIA ST,GUAYNABO,GUAYNABO,PR,968,18.41943,-66.11104,322211,POLYCYCLIC AROMATIC COMPOUNDS,N590,YES,PBT,NO,YES,R,Pounds,0,0.00307,0,0.00307
2016,00709CRVCRCALLE,1.1E+11,COMPANIA CERVECERA DE PUERTO RICO INC,BLVD ALFONZO VALDEZ #100,MAYAGUEZ,MAYAGUEZ,PR,680,18.206944,-67.141667,312120,NITRIC ACID,7697372,NO,TRI,NO,NO,R,Pounds,0,5,0,5
2016,00965SSCTBSTATE,1.10009E+11,TOTAL GUAYNABO BULK TERMINAL,STATE RD NO 28 KM 0..8,GUAYNABO,GUAYNABO,PR,965,18.425225,-66.106555,424710,NAPHTHALENE,91203,YES,TRI,NO,NO,R,Pounds,0.12,1.54,0,1.66
2016,0071WPNCCN619AV,1.10038E+11,PONCE CAN,619 AVE LA CEIBA,PONCE,PONCE,PR,717,18.021834,-66.574477,332431,COPPER,7440508,NO,TRI,YES,NO,R,Pounds,0,0,0,0
2016,00965SSCTBSTATE,1.10009E+11,TOTAL GUAYNABO BULK TERMINAL,STATE RD NO 28 KM 0..8,GUAYNABO,GUAYNABO,PR,965,18.425225,-66.106555,424710,XYLENE (MIXED ISOMERS),1330207,YES,TRI,NO,NO,R,Pounds,19.94,255.13,0,275.07
2016,00965SSCTBSTATE,1.10009E+11,TOTAL GUAYNABO BULK TERMINAL,STATE RD NO 28 KM 0..8,GUAYNABO,GUAYNABO,PR,965,18.425225,-66.106555,424710,METHYL TERT-BUTYL ETHER,1634044,YES,TRI,NO,NO,R,Pounds,39.12,500.42,0,539.54
2016,00785SPRTRKM142,1.10012E+11,AES PUERTO RICO LP,"KM 142, RD #3 BO. JOBOS",GUAYAMA,GUAYAMA,PR,785,17.9451,-66.1503,221112,ZINC COMPOUNDS,N982,NO,TRI,YES,NO,R,Pounds,1,997,0,998
2016,00767YBCSNROUTE,1.10001E+11,BUCKEYE CARIBBEAN TERMINALS LLC (FORMER SCYI),RT 901 KM 2.7 CAMINO NUEVO WARD,YABUCOA,YABUCOA,PR,767,18.046899,-65.85116,493110,TOLUENE,108883,YES,TRI,NO,NO,R,Pounds,154,996,0,1150
2016,00619HRRSD15CST,1.10008E+11,HARRIS PAINTS CORP,"25 C STREET, MINILLAS INDUSTRIAL PARK, BAYAMON, PR",BAYAMON,BAYAMON,PR,959,18.392783,-66.164396,325510,XYLENE (MIXED ISOMERS),1330207,YES,TRI,NO,NO,R,Pounds,229,40,0,269
2016,00701DPNTGHIGHW,1.10008E+11,DUPONT AGRICULTURAL CARIBE INDUSTRIES LTD,"P.R. RD NO. 686, KM. 2.3",MANATI,MANATI,PR,674,18.451004,-66.470899,325320,SILVER COMPOUNDS,N740,NO,TRI,YES,NO,R,Pounds,0,0,0,2
2016,00785SPRTRKM142,1.10012E+11,AES PUERTO RICO LP,"KM 142, RD #3 BO. JOBOS",GUAYAMA,GUAYAMA,PR,785,17.9451,-66.1503,221112,AMMONIA,7664417,NO,TRI,NO,NO,R,Pounds,248,248000,0,248248
2016,00950PRPPLPR165,1.10001E+11,PREPA - PALO SECO STEAM PLANT,PR-165 KM. 31.8,TOA BAJA,TOA BAJA,PR,949,18.4551,-66.1489,221112,NAPHTHALENE,91203,YES,TRI,NO,NO,R,Pounds,0,168,0.03,168.03
2016,00985CRTSNSTATE,1.10038E+11,CURTIS INSTRUMENTS (PR) INC,PUERTO RICO IND US TRIAL PARK KM 12.6 65TH INFANT,CAROLINA,CAROLINA,PR,985,18.37694,-65.94,334418,LEAD,7439921,YES,PBT,YES,YES,R,Pounds,0,1.9,0,1.9
2016,00656DCRBNBOMAG,1.10009E+11,PREPA-SOUTH COAST POWER PLANT,PR-127 KM 15.7,GUAYANILLA,GUAYANILLA,PR,656,18.0001,-66.7536,221112,MERCURY COMPOUNDS,N458,YES,PBT,YES,NO,R,Pounds,0,11.8,0,11.8
2016,00656DCRBNBOMAG,1.10009E+11,PREPA-SOUTH COAST POWER PLANT,PR-127 KM 15.7,GUAYANILLA,GUAYANILLA,PR,656,18.0001,-66.7536,221112,NAPHTHALENE,91203,YES,TRI,NO,NO,R,Pounds,0,121,0,121
2016,0096WPMNRG1922A,1.10039E+11,PUMA ENERGY CARIBE LLC-GUAYNABO 1 TERMINAL,RD 28 KM 0.2,GUAYNABO,GUAYNABO,PR,965,18.391571,-66.117699,424710,PHENANTHRENE,85018,YES,TRI,NO,NO,R,Pounds,0,0,0,0
2016,00767YBCSNROUTE,1.10001E+11,BUCKEYE CARIBBEAN TERMINALS LLC (FORMER SCYI),RT 901 KM 2.7 CAMINO NUEVO WARD,YABUCOA,YABUCOA,PR,767,18.046899,-65.85116,493110,XYLENE (MIXED ISOMERS),1330207,YES,TRI,NO,NO,R,Pounds,58,342,0,400
2016,00731PRLSSFIRMD,1.10007E+11,PEERLESS OIL & CHEMICALS INC,"HWY 127, KM.17.1",PENUELAS,PENUELAS,PR,624,17.9925,-66.746391,424710,ARSENIC,7440382,YES,TRI,YES,YES,R,Pounds,0,0,0,0
2016,00920PRPSNMERCA,1.10001E+11,PREPA - SAN JUAN STEAM PLANT,MERCADO CENTRAL AVE ZONA PORTUARIA RD PR-28,PUERTO NUEVO,SAN JUAN,PR,920,18.42722,-66.10472,221112,LEAD COMPOUNDS,N420,YES,PBT,YES,NO,R,Pounds,0,331,2.796,333.796
2016,00701DPNTGHIGHW,1.10008E+11,DUPONT AGRICULTURAL CARIBE INDUSTRIES LTD,"P.R. RD NO. 686, KM. 2.3",MANATI,MANATI,PR,674,18.451004,-66.470899,325320,XYLENE (MIXED ISOMERS),1330207,YES,TRI,NO,NO,R,Pounds,3131,214,0,3345
2016,00617PRCSNTMASD,1.10025E+11,ADM ALLIANCE NUTRITION OF PUERTO RICO LLC,TOMAS DAVILA ST EDIF 10  PALMAS ALTAS INDUSTRIAL P,BARCELONETA,BARCELONETA,PR,617,18.452756,-66.540381,311119,SELENIUM COMPOUNDS,N725,YES,TRI,YES,NO,A,Pounds,0,0,0,0
2016,00619CRBBNLUCHE,1.10008E+11,PUMA ENERGY CARIBE LLC,PR 28 KM 2 LUCHETTI IND US TRIAL PARK,BAYAMON,BAYAMON,PR,961,18.418463,-66.137481,424710,BIPHENYL,92524,YES,TRI,NO,NO,R,Pounds,0,0,0,0
2016,00617PRCSNTMASD,1.10025E+11,ADM ALLIANCE NUTRITION OF PUERTO RICO LLC,TOMAS DAVILA ST EDIF 10  PALMAS ALTAS INDUSTRIAL P,BARCELONETA,BARCELONETA,PR,617,18.452756,-66.540381,311119,MANGANESE,7439965,YES,TRI,YES,NO,A,Pounds,0,0,0,0
2016,00785SPRTRKM142,1.10012E+11,AES PUERTO RICO LP,"KM 142, RD #3 BO. JOBOS",GUAYAMA,GUAYAMA,PR,785,17.9451,-66.1503,221112,BARIUM COMPOUNDS,N040,NO,TRI,NO,NO,R,Pounds,2,1596,0,1598
2016,0079WMDTRNHC1BX,1.10001E+11,MEDTRONIC PUERTO RICO OPERATIONS CO,"ROAD 909, KM. 0.4, MARIANA WARD",HUMACAO,HUMACAO,PR,791,18.146032,-65.824214,334510,NITRIC ACID,7697372,NO,TRI,NO,NO,R,Pounds,0,0.06581,0,0.06581
2016,00612PRPCMPR681,1.10001E+11,PREPA-CAMBALACHE COMBUSTION TURBINE PLANT,PR-681 KM 0.5,ARECIBO,ARECIBO,PR,612,18.4711,-66.6994,221112,POLYCYCLIC AROMATIC COMPOUNDS,N590,YES,PBT,NO,YES,R,Pounds,0,51.8,0,51.8
2016,00767YBCSNROUTE,1.10001E+11,BUCKEYE CARIBBEAN TERMINALS LLC (FORMER SCYI),RT 901 KM 2.7 CAMINO NUEVO WARD,YABUCOA,YABUCOA,PR,767,18.046899,-65.85116,493110,BENZENE,71432,YES,TRI,NO,YES,R,Pounds,91.92,1107,0,1198.92
2016,00701DPNTLHIGHW,1.10001E+11,DU PONT ELECTRONICS MICROCIRCU ITS INDUSTRIES LTD,HWY 686 KM 2.3,MANATI,MANATI,PR,674,18.4501,-66.4739,334413,TRIBENURON METHYL,101200480,NO,TRI,NO,NO,R,Pounds,0,0,0,0
2016,00617PRCSNTMASD,1.10025E+11,ADM ALLIANCE NUTRITION OF PUERTO RICO LLC,TOMAS DAVILA ST EDIF 10  PALMAS ALTAS INDUSTRIAL P,BARCELONETA,BARCELONETA,PR,617,18.452756,-66.540381,311119,COPPER,7440508,NO,TRI,YES,NO,A,Pounds,0,0,0,0
2016,00619CRBBNLUCHE,1.10008E+11,PUMA ENERGY CARIBE LLC,PR 28 KM 2 LUCHETTI IND US TRIAL PARK,BAYAMON,BAYAMON,PR,961,18.418463,-66.137481,424710,PHENANTHRENE,85018,YES,TRI,NO,NO,R,Pounds,0,0,0,0
2016,00965SSCTBSTATE,1.10009E+11,TOTAL GUAYNABO BULK TERMINAL,STATE RD NO 28 KM 0..8,GUAYNABO,GUAYNABO,PR,965,18.425225,-66.106555,424710,BENZENE,71432,YES,TRI,NO,YES,R,Pounds,27.74,354.85,0,382.59
2016,00656DCRBNBOMAG,1.10009E+11,PREPA-SOUTH COAST POWER PLANT,PR-127 KM 15.7,GUAYANILLA,GUAYANILLA,PR,656,18.0001,-66.7536,221112,POLYCYCLIC AROMATIC COMPOUNDS,N590,YES,PBT,NO,YES,R,Pounds,0,6.2,0,6.2
2016,00754LNCMNURBAP,1.10005E+11,LANCO MANUFACTURING CORP,URB APONTE # 5,SAN LORENZO,SAN LORENZO,PR,754,18.193248,-65.94819,325510,DICHLOROMETHANE,75092,YES,TRI,NO,YES,R,Pounds,8.7,149.5,0,158.2
2016,00771CTLRH50JES,1.10008E+11,CUTLER HAMMER ELECTRICAL CO,CARRETERA 183 KM 20.3,LAS PIEDRAS,LAS PIEDRAS,PR,771,18.176389,-65.873889,335313,NICKEL,7440020,YES,TRI,YES,YES,R,Pounds,0,0,0,0
2016,00701DPNTLHIGHW,1.10001E+11,DU PONT ELECTRONICS MICROCIRCU ITS INDUSTRIES LTD,HWY 686 KM 2.3,MANATI,MANATI,PR,674,18.4501,-66.4739,334413,FORMALDEHYDE,50000,YES,TRI,NO,YES,R,Pounds,1,10.7,0,11.7
2016,00920TXCDPRD28P,1.10001E+11,PUMA ENERGY CARIBE LLC-GUAYNABO 2 TERMINAL,RD 28 KM 0.8 PUEBLO VIEJO WARD,GUAYNABO,GUAYNABO,PR,971,18.423218,-66.10706,424710,TOLUENE,108883,YES,TRI,NO,NO,R,Pounds,81.47,770.311,0,851.781
2016,00705BXTRHMERCE,1.10008E+11,BAXTER HEALTHCARE OF PUERTO RICO,ROAD 721 KM. 0.3 MERCEDITA SERRALLEZ RD,AIBONITO,AIBONITO,PR,705,18.137284,-66.259279,339112,DI(2-ETHYLHEXYL) PHTHALATE,117817,YES,TRI,NO,YES,R,Pounds,0,19.13,0,19.13
2016,00621SLNDCLUCHE,1.10001E+11,ISLAND CAN CARRIBEAN INC,PR-28 CORNER PR-05 LUCHETTI IND US TRIAL PARK,BAYAMON,BAYAMON,PR,961,18.412117,-66.143666,332431,COPPER,7440508,NO,TRI,YES,NO,R,Pounds,0,0,0,0
2016,00785SPRTRKM142,1.10012E+11,AES PUERTO RICO LP,"KM 142, RD #3 BO. JOBOS",GUAYAMA,GUAYAMA,PR,785,17.9451,-66.1503,221112,VANADIUM (EXCEPT WHEN CONTAINED IN AN ALLOY),7440622,NO,TRI,NO,NO,R,Pounds,0,144,0,144
2016,00757SNDSTRD537,1.10042E+11,HAMILTON SUNDSTRAND DE PUERTO RICO INC,RD 538 KM 0.7 FELICIA INDUSTRIAL PARK,SANTA ISABEL,SANTA ISABEL,PR,757,17.960035,-66.405047,336413,LEAD,7439921,YES,PBT,YES,YES,R,Pounds,0,0,0,0
2016,00785CHMSRRD3KM,1.10008E+11,TAPI PUERTO RICO INC,RD #3 KM. 143.0 JOBOS WARD,GUAYAMA,GUAYAMA,PR,784,17.948504,-66.154155,325412,TOLUENE,108883,YES,TRI,NO,NO,R,Pounds,1,477,0,478
2016,00617PRCSNTMASD,1.10025E+11,ADM ALLIANCE NUTRITION OF PUERTO RICO LLC,TOMAS DAVILA ST EDIF 10  PALMAS ALTAS INDUSTRIAL P,BARCELONETA,BARCELONETA,PR,617,18.452756,-66.540381,311119,COBALT COMPOUNDS,N096,YES,TRI,YES,YES,A,Pounds,0,0,0,0
2016,00610BXTRHROAD4,1.10042E+11,EDWARDS LIFESCIENCES TECHNOLOGY SARL,STATE RD 402 KM 1.4 N LAS MARIAS IND US TRIAL PARK,ANASCO,ANASCO,PR,610,18.29333,-67.1366,339112,ETHYLENE GLYCOL,107211,YES,TRI,NO,NO,R,Pounds,0,0,0,0
2016,00924MXCHMLABRI,1.10006E+11,MAX CHEMICAL INC,"URB. INDUSTRIAL SABANA LLANA, LA BRISA NO. 6",RIO PIEDRAS,SAN JUAN,PR,924,18.39696,-66.02442,325510,LEAD COMPOUNDS,N420,YES,PBT,YES,NO,R,Pounds,3.1,0.78,0,3.88
2016,00920TXCDPRD28P,1.10001E+11,PUMA ENERGY CARIBE LLC-GUAYNABO 2 TERMINAL,RD 28 KM 0.8 PUEBLO VIEJO WARD,GUAYNABO,GUAYNABO,PR,971,18.423218,-66.10706,424710,LEAD COMPOUNDS,N420,YES,PBT,YES,NO,R,Pounds,0,0,0,0
2016,00628LLLLY65THI,1.10008E+11,LILLY DEL CARIBE INC CAROLIN A,430 CALLE FABRIL,CAROLINA,CAROLINA,PR,987,18.381358,-65.942127,325412,NITRATE COMPOUNDS,N511,NO,TRI,NO,NO,R,Pounds,0,0,0,0
2016,00771CTLRH50JES,1.10008E+11,CUTLER HAMMER ELECTRICAL CO,CARRETERA 183 KM 20.3,LAS PIEDRAS,LAS PIEDRAS,PR,771,18.176389,-65.873889,335313,STYRENE,100425,YES,TRI,NO,YES,R,Pounds,819,0,0,819
2016,00936SNJNCKM267,1.10001E+11,ESSROC SAN JUAN INC,KM 26.7 STATE HWY #2,DORADO,DORADO,PR,646,18.3944,-66.2976,212399,AMMONIA,7664417,NO,TRI,NO,NO,R,Pounds,750,29778,0,30528
2016,00619CRBBNLUCHE,1.10008E+11,PUMA ENERGY CARIBE LLC,PR 28 KM 2 LUCHETTI IND US TRIAL PARK,BAYAMON,BAYAMON,PR,961,18.418463,-66.137481,424710,"1,2,4-TRIMETHYLBENZENE",95636,NO,TRI,NO,NO,R,Pounds,0,720,0,720
2016,00617PFZRPHIGHW,1.10008E+11,PFIZER PHARMACEUTICALS LLC,HWY #2 KM 58.2,BARCELONETA,BARCELONETA,PR,617,18.432819,-66.571055,325412,TERT-BUTYL ALCOHOL,75650,NO,TRI,NO,NO,R,Pounds,0,0,0,0
2016,00785SPRTRKM142,1.10012E+11,AES PUERTO RICO LP,"KM 142, RD #3 BO. JOBOS",GUAYAMA,GUAYAMA,PR,785,17.9451,-66.1503,221112,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),N090,YES,TRI,YES,NO,R,Pounds,1,70,0,71
2016,00613RSTNDROUTE,1.10007E+11,CUTLER HAMMER ELECTRICAL CO,RD 2 KM 67.6 SANTANA IND US TRIAL PARK,ARECIBO,ARECIBO,PR,612,18.444873,-66.649872,335313,STYRENE,100425,YES,TRI,NO,YES,R,Pounds,889,0,0,889
2016,00628LLLLY65THI,1.10008E+11,LILLY DEL CARIBE INC CAROLIN A,430 CALLE FABRIL,CAROLINA,CAROLINA,PR,987,18.381358,-65.942127,325412,POLYCYCLIC AROMATIC COMPOUNDS,N590,YES,PBT,NO,YES,R,Pounds,0,0,0,0
2016,00654NQSTNROAD3,1.10001E+11,BAXTER HEALTHCARE SA/BAXTER HEALTHCARE OF PUERTO RICO,RD # 3 KM 144.2,GUAYAMA,GUAYAMA,PR,784,17.9631,-66.1503,325412,METHANOL,67561,YES,TRI,NO,NO,R,Pounds,5,5,0,10
2016,00619CRBBNLUCHE,1.10008E+11,PUMA ENERGY CARIBE LLC,PR 28 KM 2 LUCHETTI IND US TRIAL PARK,BAYAMON,BAYAMON,PR,961,18.418463,-66.137481,424710,NAPHTHALENE,91203,YES,TRI,NO,NO,R,Pounds,0,0.094,0,0.094
2016,00608DCRBNRD3KM,1.10002E+11,IDI CARIBE INC,PR3 KM 151.8 AGUIRRE,SALINAS,SALINAS,PR,751,18.01,-66.25,325991,ZINC COMPOUNDS,N982,NO,TRI,YES,NO,R,Pounds,0,0.38,0,0.38
2016,00656DCRBNBOMAG,1.10009E+11,PREPA-SOUTH COAST POWER PLANT,PR-127 KM 15.7,GUAYANILLA,GUAYANILLA,PR,656,18.0001,-66.7536,221112,LEAD COMPOUNDS,N420,YES,PBT,YES,NO,R,Pounds,0,54.6,0,54.6
2016,00751PRPGRPRO3K,1.1E+11,PREPA - AGUIRRE POWER GENERATI ON COMPLEX,PR-03 KM 152.7 BO. MONTESORRIA AGUIRRE,AGUIRRE,SALINAS,PR,704,17.9493,-66.2317,221112,"BENZO(G,H,I)PERYLENE",191242,YES,PBT,NO,YES,R,Pounds,0,0.4,0.4753,0.8753
2016,00617MRCKSSTATE,1.10068E+11,MERIAL BARCELONETA LLC,ROAD #2 KM 56.7,BARCELONETA,BARCELONETA,PR,617,18.425545,-66.547442,325412,CHLORODIFLUOROMETHANE,75456,NO,TRI,NO,NO,R,Pounds,0,0,0,0
2016,00701DPNTGHIGHW,1.10008E+11,DUPONT AGRICULTURAL CARIBE INDUSTRIES LTD,"P.R. RD NO. 686, KM. 2.3",MANATI,MANATI,PR,674,18.451004,-66.470899,325320,LEAD COMPOUNDS,N420,YES,PBT,YES,NO,R,Pounds,0,0.586,0,4.786
2016,00701DPNTGHIGHW,1.10008E+11,DUPONT AGRICULTURAL CARIBE INDUSTRIES LTD,"P.R. RD NO. 686, KM. 2.3",MANATI,MANATI,PR,674,18.451004,-66.470899,325320,PYRIDINE,110861,NO,TRI,NO,NO,R,Pounds,1.1,2.2,0,3.3
2016,00751SRMYNRAD1I,1.10007E+11,US ARMY NATIONAL GUARD CAMP SANTIAGO TRAINING CENTER-RANGES,ROAD # 1 INT ROAD #154,SALINAS,SALINAS,PR,751,18.001111,-66.291677,928110,LEAD,7439921,YES,PBT,YES,YES,R,Pounds,0,0,0,10200.3
2016,00767YBCSNROUTE,1.10001E+11,BUCKEYE CARIBBEAN TERMINALS LLC (FORMER SCYI),RT 901 KM 2.7 CAMINO NUEVO WARD,YABUCOA,YABUCOA,PR,767,18.046899,-65.85116,493110,ETHYLBENZENE,100414,YES,TRI,NO,NO,R,Pounds,13.54,88.46,0,102
2016,00920TXCDPRD28P,1.10001E+11,PUMA ENERGY CARIBE LLC-GUAYNABO 2 TERMINAL,RD 28 KM 0.8 PUEBLO VIEJO WARD,GUAYNABO,GUAYNABO,PR,971,18.423218,-66.10706,424710,BENZENE,71432,YES,TRI,NO,YES,R,Pounds,0.866,144.342,0,145.208
2016,00924MXCHMLABRI,1.10006E+11,MAX CHEMICAL INC,"URB. INDUSTRIAL SABANA LLANA, LA BRISA NO. 6",RIO PIEDRAS,SAN JUAN,PR,924,18.39696,-66.02442,325510,NONYLPHENOL,N530,NO,TRI,NO,NO,A,Pounds,0,0,0,0
2016,00924MXCHMLABRI,1.10006E+11,MAX CHEMICAL INC,"URB. INDUSTRIAL SABANA LLANA, LA BRISA NO. 6",RIO PIEDRAS,SAN JUAN,PR,924,18.39696,-66.02442,325510,ZINC COMPOUNDS,N982,NO,TRI,YES,NO,A,Pounds,0,0,0,0
2016,00617PFZRPHIGHW,1.10008E+11,PFIZER PHARMACEUTICALS LLC,HWY #2 KM 58.2,BARCELONETA,BARCELONETA,PR,617,18.432819,-66.571055,325412,"N,N-DIMETHYLFORMAMIDE",68122,YES,TRI,NO,YES,R,Pounds,67.21,204.27,0,271.48
2016,0098WCRTSNCUATR,1.1007E+11,CURTIS INSTRUMENTS (PR) INC,"CUATRO RUEDAS STREET, SABANA ABAJO INDUSTRIAL PARK",CAROLINA,CAROLINA,PR,983,18.4149,-65.98415,334418,LEAD,7439921,YES,PBT,YES,YES,R,Pounds,0,1.9,0,1.9
2016,00965SSCTBSTATE,1.10009E+11,TOTAL GUAYNABO BULK TERMINAL,STATE RD NO 28 KM 0..8,GUAYNABO,GUAYNABO,PR,965,18.425225,-66.106555,424710,TOLUENE,108883,YES,TRI,NO,NO,R,Pounds,38.96,498.47,0,537.43
2016,00960CRBMTBAYAM,1.10012E+11,CARIBE METALLURGICAL,"INDUSTRIAL LUCHETTI, LOT 15",BAYAMON,BAYAMON,PR,961,18.41716,-66.139498,332811,METHANOL,67561,YES,TRI,NO,NO,R,Pounds,1133,0,0,1133
2016,00626QLTYLSTATE,1.10008E+11,QUALITY ELECTROPLATING CORP,SAKURA ST VILLA BLANCA IND US TRIAL PARK,CAGUAS,CAGUAS,PR,725,18.240409,-66.03531,332313,NITRIC ACID,7697372,NO,TRI,NO,NO,R,Pounds,5,5,0,10
2016,00718CMBPRELDUQ,1.10023E+11,COMBE PRODUCTS INC,EL DUQUE INDUSTRIAL PARK RD 971 ST A,NAGUABO,NAGUABO,PR,718,18.210845,-65.726706,325620,P-PHENYLENEDIAMINE,106503,YES,TRI,NO,NO,R,Pounds,0,0,0,0
2016,00659CNTRLRD2KM,1.1E+11,ADM ALLIANCE NUTRITION OF PR LLC,STATE RD NO. 2 KM 83.0 CARRIZALES WARD,HATILLO,HATILLO,PR,659,18.485142,-66.777319,311119,ZINC (FUME OR DUST),7440666,NO,TRI,NO,NO,A,Pounds,0,0,0,0
2016,00767YBCSNROUTE,1.10001E+11,BUCKEYE CARIBBEAN TERMINALS LLC (FORMER SCYI),RT 901 KM 2.7 CAMINO NUEVO WARD,YABUCOA,YABUCOA,PR,767,18.046899,-65.85116,493110,CUMENE,98828,YES,TRI,NO,NO,A,Pounds,0,0,0,0
2016,00613CRBGPZENOG,1.10001E+11,GE INDUSTRIAL OF PUERTO RICO LLC ARECIBO PLANT,RT. 129 KM. 41.0 ZENO GANDIA INDUSTRIAL PARK,ARECIBO,ARECIBO,PR,612,18.462669,-66.749238,332813,NITRATE COMPOUNDS,N511,NO,TRI,NO,NO,R,Pounds,0,0,0,0
2016,0079WBRDSHPARQU,1.10069E+11,BARD SHANNON LTD,PARQUE INDUSTRIAL SAN GERONIMO LOTE 1,HUMACAO,HUMACAO,PR,791,18.146065,-65.791517,339112,NITRIC ACID,7697372,NO,TRI,NO,NO,R,Pounds,0,2447.55,0,2447.55
