YEAR,TRI_FACILI,FRS_ID,FACILITY_N,STREET_ADD,CITY,COUNTY,ST,ZIP,LATITUDE,LONGITUDE,PRIMARY_NA,CHEMICAL,CAS_#/COMP,CLEAR_AIR_,CLASSIFICA,METAL,CARCINOGEN,FORM_TYPE,UNIT_OF_ME,5.1_FUGITI,5.2_STACK_,5.3_WATER,ON-SITE_RE
2016,00625THCLRCARR7,1.10012E+11,CLOROX MANUFACTURING CO OF PUERTO R ICO INC,RD 1 KM 27.1 RAMAL 798 BO. RIO CANAS,CAGUAS,CAGUAS,PR,725,18.297671,-66.060938,325612,CHLORINE,7782505,YES,TRI,NO,NO,R,Pounds,0,3.1,0,3.1
2016,00617PRCSNTMASD,1.10025E+11,ADM ALLIANCE NUTRITION OF PUERTO RICO LLC,TOMAS DAVILA ST EDIF 10  PALMAS ALTAS INDUSTRIAL P,BARCELONETA,BARCELONETA,PR,617,18.452756,-66.540381,311119,SELENIUM,7782492,YES,TRI,YES,NO,A,Pounds,0,0,0,0
2016,00701DPNTLHIGHW,1.10001E+11,DU PONT ELECTRONICS MICROCIRCU ITS INDUSTRIES LTD,HWY 686 KM 2.3,MANATI,MANATI,PR,674,18.4501,-66.4739,334413,ETHYLBENZENE,100414,YES,TRI,NO,NO,R,Pounds,0,8,0,8
2016,0097WPRTRC2JSET,1.1001E+11,US DOD USAF PUERTO RICO ANG,200 JOSE (TONY) SANTANA,CAROLINA,SAN JUAN,PR,979,18.43905,-65.99418,928110,POLYCYCLIC AROMATIC COMPOUNDS,N590,YES,PBT,NO,YES,R,Pounds,0.1,0,0,0.1
2016,00659CNTRLRD2KM,1.1E+11,ADM ALLIANCE NUTRITION OF PR LLC,STATE RD NO. 2 KM 83.0 CARRIZALES WARD,HATILLO,HATILLO,PR,659,18.485142,-66.777319,311119,SELENIUM COMPOUNDS,N725,YES,TRI,YES,NO,A,Pounds,0,0,0,0
2016,00715DSTLR331AH,1.1E+11,DESTILERIA SERRALLES INC,AHONORAY ST # 331 MERCEDITA,MERCEDITA,PONCE,PR,715,18.020833,-66.5625,312140,HYDROGEN SULFIDE,7783064,YES,TRI,NO,NO,R,Pounds,0,62779.22,0,62779.22
2016,0073WCSTMDCALLE,1.1007E+11,CUSTOMED,CALLE IGUALDAD # 7,FAJARDO,FAJARDO,PR,738,18.33224,-65.66452,339113,ETHYLENE OXIDE,75218,YES,TRI,NO,YES,A,Pounds,0,0,0,0
2016,00759BRCWDCARR8,1.1E+11,BORICUA WOOD PROCESSING INC,CARR 865 KM 5.5,TOA BAJA,TOA BAJA,PR,949,18.415648,-66.202659,321114,COPPER COMPOUNDS,N100,NO,TRI,YES,NO,R,Pounds,0,0,2.5,2.5
2016,00731PRLSSFIRMD,1.10007E+11,PEERLESS OIL & CHEMICALS INC,"HWY 127, KM.17.1",PENUELAS,PENUELAS,PR,624,17.9925,-66.746391,424710,XYLENE (MIXED ISOMERS),1330207,YES,TRI,NO,NO,R,Pounds,10.4,1530.8,0,1541.2
2016,00753CRBGPELRET,1.10008E+11,GE INDUSTRIAL OF PUERTO RICO LLC,EL RETIRO INDUSTRIAL PARK CALLE B,SAN GERMAN,SAN GERMAN,PR,683,18.075983,-67.026226,335313,STYRENE,100425,YES,TRI,NO,YES,R,Pounds,11036,0,0,11036
2016,00624CLCTRRD337,1.10008E+11,ECOELECTRICA LP,RD 337 KM 3.7 FIRM DELIVERY,PENUELAS,PENUELAS,PR,624,17.979,-66.7556,221112,AMMONIA,7664417,NO,TRI,NO,NO,R,Pounds,0,66035,0,66035
2016,00918NDLCX198CH,1.10037E+11,INDULAC,198 CHARDON AVE,HATO REY,SAN JUAN,PR,918,18.424245,-66.064653,311511,NITRIC ACID,7697372,NO,TRI,NO,NO,R,Pounds,0,0,0,0
2016,00754LNCMNURBAP,1.10005E+11,LANCO MANUFACTURING CORP,URB APONTE # 5,SAN LORENZO,SAN LORENZO,PR,754,18.193248,-65.94819,325510,DIBUTYL PHTHALATE,84742,YES,TRI,NO,NO,R,Pounds,13.5,0.001,0,13.501
2016,00792LTRNSCARR9,1.10008E+11,LUTRON SM INC,"CARR #2, SECTOR BO MARIANA 2",HUMACAO,HUMACAO,PR,792,18.145,-65.769997,335931,LEAD COMPOUNDS,N420,YES,PBT,YES,NO,R,Pounds,0.35,1.6,0,1.95
2016,00628LLLLY65THI,1.10008E+11,LILLY DEL CARIBE INC CAROLIN A,430 CALLE FABRIL,CAROLINA,CAROLINA,PR,987,18.381358,-65.942127,325412,ACETONITRILE,75058,YES,TRI,NO,NO,R,Pounds,7334,2272,0,9606
2016,0096WMLNSDCALLE,1.1001E+11,MOLINOS DE PUERTO RICO,CARRETERA 165 (INTERIOR) KM 1.1 SABANA INDUSTRIAL,GUAYNABO,GUAYNABO,PR,966,18.435556,-66.112222,424510,CHLORINE,7782505,YES,TRI,NO,NO,R,Pounds,0,0,0,0
2016,00628LLLLY65THI,1.10008E+11,LILLY DEL CARIBE INC CAROLIN A,430 CALLE FABRIL,CAROLINA,CAROLINA,PR,987,18.381358,-65.942127,325412,METHANOL,67561,YES,TRI,NO,NO,R,Pounds,2646,1626,0,4272
2016,00701DPNTPHIGHW,1.10057E+11,BRISTOL-MYERS SQUIBB HOLDINGS PHARMA LTD LIABILITY CO,RD 686 KM 23,MANATI,MANATI,PR,674,18.454336,-66.465897,325412,NICKEL COMPOUNDS,N495,YES,TRI,YES,NO,A,Pounds,0,0,0,0
2016,00725SCHSCRD175,1.10011E+11,SACHS CHEMICAL INC,RD 175 KM.0.02 RIO CANA IND WARD LOT 18,CAGUAS,CAGUAS,PR,725,18.296341,-66.05461,424690,METHYL ISOBUTYL KETONE,108101,YES,TRI,NO,NO,A,Pounds,0,0,0,0
2016,00937SSLMMLUISM,1.10008E+11,LMM AIRPORT PLANT,LUIS MUNOZ MARIN INT AIRPORT MUNIZ AIR BASE AREA,CAROLINA,CAROLINA,PR,979,18.439444,-66.005836,424710,TOLUENE,108883,YES,TRI,NO,NO,R,Pounds,44.6,357.8,0,402.4
2016,00767YBCSNROUTE,1.10001E+11,BUCKEYE CARIBBEAN TERMINALS LLC (FORMER SCYI),RT 901 KM 2.7 CAMINO NUEVO WARD,YABUCOA,YABUCOA,PR,767,18.046899,-65.85116,493110,ZINC COMPOUNDS,N982,NO,TRI,YES,NO,A,Pounds,0,0,0,0
2016,00705TRCSNRD14K,1.10008E+11,TO-RICOS LTD,RD 14 KM 48 BO ASOMANTE,AIBONITO,AIBONITO,PR,705,18.130899,-66.27565,311615,NITRATE COMPOUNDS,N511,NO,TRI,NO,NO,R,Pounds,0,0,0,0
2016,00613CRBGPZENOG,1.10001E+11,GE INDUSTRIAL OF PUERTO RICO LLC ARECIBO PLANT,RT. 129 KM. 41.0 ZENO GANDIA INDUSTRIAL PARK,ARECIBO,ARECIBO,PR,612,18.462669,-66.749238,332813,ZINC COMPOUNDS,N982,NO,TRI,YES,NO,R,Pounds,0,34,0,34
2016,00612THRMKZENOG,1.10001E+11,THERMO KING PUERTO RICO MANUFACTURA INC,517 ZONA IND US TRIAL,ARECIBO,ARECIBO,PR,612,18.45815,-66.746457,333415,COPPER,7440508,NO,TRI,YES,NO,R,Pounds,0,0,0,0
2016,0096WPMNRG1922A,1.10039E+11,PUMA ENERGY CARIBE LLC-GUAYNABO 1 TERMINAL,RD 28 KM 0.2,GUAYNABO,GUAYNABO,PR,965,18.391571,-66.117699,424710,NAPHTHALENE,91203,YES,TRI,NO,NO,R,Pounds,5.93,13.6,0,19.53
2016,00751PRPGRPRO3K,1.1E+11,PREPA - AGUIRRE POWER GENERATI ON COMPLEX,PR-03 KM 152.7 BO. MONTESORRIA AGUIRRE,AGUIRRE,SALINAS,PR,704,17.9493,-66.2317,221112,LEAD COMPOUNDS,N420,YES,PBT,YES,NO,R,Pounds,0,261.58,4.91,266.49
2016,00694HRVYHRD686,1.10001E+11,HUBBELL CARIBE LTD,RD 686 KM 17.3,VEGA BAJA,VEGA BAJA,PR,693,18.48647,-66.405199,335931,NICKEL,7440020,YES,TRI,YES,YES,R,Pounds,0,0,0,0
2016,00920TXCDPRD28P,1.10001E+11,PUMA ENERGY CARIBE LLC-GUAYNABO 2 TERMINAL,RD 28 KM 0.8 PUEBLO VIEJO WARD,GUAYNABO,GUAYNABO,PR,971,18.423218,-66.10706,424710,BIPHENYL,92524,YES,TRI,NO,NO,R,Pounds,0,0.52,0,0.52
2016,00617BBVLTRDN2K,1.10055E+11,ABBVIE LTD,RD NO2 KM 58.0 CRUCE DAVILA,BARCELONETA,BARCELONETA,PR,617,18.433642,-66.566856,325412,NAPHTHALENE,91203,YES,TRI,NO,NO,R,Pounds,0,210.32,0,210.32
2016,00785SPRTRKM142,1.10012E+11,AES PUERTO RICO LP,"KM 142, RD #3 BO. JOBOS",GUAYAMA,GUAYAMA,PR,785,17.9451,-66.1503,221112,DIOXIN AND DIOXIN-LIKE COMPOUNDS,N150,YES,Dioxin,NO,NO,R,Grams,0,0.0058341,0,2.6487
2016,00617PFZRPHIGHW,1.10008E+11,PFIZER PHARMACEUTICALS LLC,HWY #2 KM 58.2,BARCELONETA,BARCELONETA,PR,617,18.432819,-66.571055,325412,DICHLOROMETHANE,75092,YES,TRI,NO,YES,R,Pounds,256,8072,0,8328
2016,0065WMSTRPPR127,1.10069E+11,MASTER PAINTS & CHEMICALS CORP,PR-127 KM. 12.7,GUAYANILLA,GUAYANILLA,PR,656,18.01382,-66.774597,325510,XYLENE (MIXED ISOMERS),1330207,YES,TRI,NO,NO,A,Pounds,0,0,0,0
2016,00659CNTRLRD2KM,1.1E+11,ADM ALLIANCE NUTRITION OF PR LLC,STATE RD NO. 2 KM 83.0 CARRIZALES WARD,HATILLO,HATILLO,PR,659,18.485142,-66.777319,311119,COPPER COMPOUNDS,N100,NO,TRI,YES,NO,A,Pounds,0,0,0,0
2016,00785CHMSRRD3KM,1.10008E+11,TAPI PUERTO RICO INC,RD #3 KM. 143.0 JOBOS WARD,GUAYAMA,GUAYAMA,PR,784,17.948504,-66.154155,325412,ACETONITRILE,75058,YES,TRI,NO,NO,R,Pounds,69,2490,0,2559
2016,00738PLLPRRD19A,1.1E+11,PALL LIFE SCIENCES PUERTO RICO LLC,RD. 194 KM 0.4 PALL BLVD # 100,FAJARDO,FAJARDO,PR,738,18.303545,-65.648755,339999,TERT-BUTYL ALCOHOL,75650,NO,TRI,NO,NO,R,Pounds,0,910,0,910
2016,00640WSTNGROADN,1.10001E+11,CUTLER HAMMER ELECTRICAL CO,RD 14 KM. 32,COAMO,COAMO,PR,769,18.06955,-66.362308,335314,COPPER,7440508,NO,TRI,YES,NO,R,Pounds,962,0,0,962
2016,00751PRPGRPRO3K,1.1E+11,PREPA - AGUIRRE POWER GENERATI ON COMPLEX,PR-03 KM 152.7 BO. MONTESORRIA AGUIRRE,AGUIRRE,SALINAS,PR,704,17.9493,-66.2317,221112,NAPHTHALENE,91203,YES,TRI,NO,NO,R,Pounds,0,435,0.29,435.29
2016,00768SRTRSROAD1,1.1E+11,SARTORIUS STEDIM FILTERS INC,PR # 128 INT. PR 376,YAUCO,YAUCO,PR,698,18.037705,-66.858409,333999,DICHLOROMETHANE,75092,YES,TRI,NO,YES,R,Pounds,239120,14872,0,253992
2016,00920PRPSNMERCA,1.10001E+11,PREPA - SAN JUAN STEAM PLANT,MERCADO CENTRAL AVE ZONA PORTUARIA RD PR-28,PUERTO NUEVO,SAN JUAN,PR,920,18.42722,-66.10472,221112,COPPER COMPOUNDS,N100,NO,TRI,YES,NO,R,Pounds,0,23216,2.428,23218.428
2016,00771CTLRH50JES,1.10008E+11,CUTLER HAMMER ELECTRICAL CO,CARRETERA 183 KM 20.3,LAS PIEDRAS,LAS PIEDRAS,PR,771,18.176389,-65.873889,335313,CHROMIUM,7440473,YES,TRI,YES,YES,R,Pounds,0,0,0,0
2016,00619CRBBNLUCHE,1.10008E+11,PUMA ENERGY CARIBE LLC,PR 28 KM 2 LUCHETTI IND US TRIAL PARK,BAYAMON,BAYAMON,PR,961,18.418463,-66.137481,424710,TOLUENE,108883,YES,TRI,NO,NO,R,Pounds,14,1911.211,0,1925.211
2016,0096WPMNRG1922A,1.10039E+11,PUMA ENERGY CARIBE LLC-GUAYNABO 1 TERMINAL,RD 28 KM 0.2,GUAYNABO,GUAYNABO,PR,965,18.391571,-66.117699,424710,PHENOL,108952,YES,TRI,NO,NO,R,Pounds,0,1,0,1
2016,00661CRBGNSTROA,1.10008E+11,GE INDUSTRIAL OF PR LLC,STATE RD 3 KM 82.0,HUMACAO,HUMACAO,PR,791,18.149008,-65.822134,335313,AMMONIA,7664417,NO,TRI,NO,NO,R,Pounds,0,24,0,24
2016,0096WPMNRG1922A,1.10039E+11,PUMA ENERGY CARIBE LLC-GUAYNABO 1 TERMINAL,RD 28 KM 0.2,GUAYNABO,GUAYNABO,PR,965,18.391571,-66.117699,424710,BENZENE,71432,YES,TRI,NO,YES,R,Pounds,2.542,108.24,0,110.782
2016,00754LNCMNURBAP,1.10005E+11,LANCO MANUFACTURING CORP,URB APONTE # 5,SAN LORENZO,SAN LORENZO,PR,754,18.193248,-65.94819,325510,ZINC COMPOUNDS,N982,NO,TRI,YES,NO,A,Pounds,0,0,0,0
2016,00701DPNTLHIGHW,1.10001E+11,DU PONT ELECTRONICS MICROCIRCU ITS INDUSTRIES LTD,HWY 686 KM 2.3,MANATI,MANATI,PR,674,18.4501,-66.4739,334413,CHLORIMURON ETHYL,90982324,NO,TRI,NO,NO,R,Pounds,0,0,0,0
2016,00629CHLLNRD874,1.10023E+11,EATON CORP,RD 874 KM 1.1 TORRECILLA ALTA,CANOVANAS,CANOVANAS,PR,729,18.384341,-65.920051,335313,COPPER,7440508,NO,TRI,YES,NO,R,Pounds,0,0,0,0
2016,00628LLLLY65THI,1.10008E+11,LILLY DEL CARIBE INC CAROLIN A,430 CALLE FABRIL,CAROLINA,CAROLINA,PR,987,18.381358,-65.942127,325412,AMMONIA,7664417,NO,TRI,NO,NO,R,Pounds,5,5,0,10
2016,00603HWLTTSTATE,1.10063E+11,HEWLETT-PACKARD CARIBE BV SITE,HWY 110 N KM 5.1,AGUADILLA,AGUADILLA,PR,603,18.485589,-67.109845,334111,LEAD,7439921,YES,PBT,YES,YES,R,Pounds,0,0.2,0,0.2
2016,00771BDLSPPBX27,1.10021E+11,ASPEN SURGICAL PR CORP,PO BOX 2007 RD 183 KM 20.3,LAS PIEDRAS,LAS PIEDRAS,PR,771,18.17806,-65.87361,339113,AMMONIA,7664417,NO,TRI,NO,NO,R,Pounds,0,0,0,0
2016,00979GDNVTSUNOI,1.10023E+11,PUMA ENERGY CARIBE LLC FUEL DEPOT,"AIRPORT FUEL FACILITY BASE MUNIZ, LMMI AIRPORT",CAROLINA,CAROLINA,PR,979,18.440278,-65.998333,424710,NAPHTHALENE,91203,YES,TRI,NO,NO,R,Pounds,17,13,0,30
2016,0065WMSTRPPR127,1.10069E+11,MASTER PAINTS & CHEMICALS CORP,PR-127 KM. 12.7,GUAYANILLA,GUAYANILLA,PR,656,18.01382,-66.774597,325510,ETHYLENE GLYCOL,107211,YES,TRI,NO,NO,A,Pounds,0,0,0,0
2016,00753CRBGPELRET,1.10008E+11,GE INDUSTRIAL OF PUERTO RICO LLC,EL RETIRO INDUSTRIAL PARK CALLE B,SAN GERMAN,SAN GERMAN,PR,683,18.075983,-67.026226,335313,COPPER,7440508,NO,TRI,YES,NO,R,Pounds,0.098,0,0,0.098
2016,0065WMSTRPPR127,1.10069E+11,MASTER PAINTS & CHEMICALS CORP,PR-127 KM. 12.7,GUAYANILLA,GUAYANILLA,PR,656,18.01382,-66.774597,325510,PHTHALIC ANHYDRIDE,85449,YES,TRI,NO,NO,A,Pounds,0,0,0,0
2016,00751PRPGRPRO3K,1.1E+11,PREPA - AGUIRRE POWER GENERATI ON COMPLEX,PR-03 KM 152.7 BO. MONTESORRIA AGUIRRE,AGUIRRE,SALINAS,PR,704,17.9493,-66.2317,221112,MERCURY COMPOUNDS,N458,YES,PBT,YES,NO,R,Pounds,0,12.5,0.5333,13.0333
2016,0096WPMNRG1922A,1.10039E+11,PUMA ENERGY CARIBE LLC-GUAYNABO 1 TERMINAL,RD 28 KM 0.2,GUAYNABO,GUAYNABO,PR,965,18.391571,-66.117699,424710,ETHYLBENZENE,100414,YES,TRI,NO,NO,R,Pounds,4.66,62.54,0,67.2
2016,00619SLNDLST167,1.10008E+11,ISLAND LITHO CORP,PR-28 CORNER PR-05 LUCHETTI,BAYAMON,BAYAMON,PR,961,18.412467,-66.143242,332812,N-BUTYL ALCOHOL,71363,NO,TRI,NO,NO,R,Pounds,643.07,630.21,0,1273.28
2016,00751STRTCRD701,1.10001E+11,STERI-TECH INC,RD 701 KM. 0.7 SALINAS INDUSTRIAL PARK,SALINAS,SALINAS,PR,751,17.97139,-66.300278,339112,ETHYLENE OXIDE,75218,YES,TRI,NO,YES,R,Pounds,0,0,0,0
2016,00715ZMMRCTURPE,1.10008E+11,ZIMMER MANUFACTURING BV,RD 1 KM 123.4 TURPEAUX INDUSTRIAL PARK,MERCEDITA,PONCE,PR,715,18.01,-66.57389,339113,CHROMIUM,7440473,YES,TRI,YES,YES,R,Pounds,0,0,0,0
2016,00771CTLRH50JES,1.10008E+11,CUTLER HAMMER ELECTRICAL CO,CARRETERA 183 KM 20.3,LAS PIEDRAS,LAS PIEDRAS,PR,771,18.176389,-65.873889,335313,COPPER,7440508,NO,TRI,YES,NO,R,Pounds,0,0,0,0
2016,00683BXTRHRD122,1.10008E+11,FENWAL INTERNATIONAL INC,RD 122 KM 0.5,SAN GERMAN,SAN GERMAN,PR,683,18.08467,-67.031622,339112,DICHLOROMETHANE,75092,YES,TRI,NO,YES,R,Pounds,0,6276,0,6276
2016,00791PRPYBPR03K,1.10007E+11,PREPA-YABUCOA GAS TURBINES POW ER PLANT,PR-03 KM 86.5,HUMACAO,HUMACAO,PR,791,18.106453,-65.824499,221112,POLYCYCLIC AROMATIC COMPOUNDS,N590,YES,PBT,NO,YES,R,Pounds,0,10.2,0,10.2
2016,0096WPMNRG1922A,1.10039E+11,PUMA ENERGY CARIBE LLC-GUAYNABO 1 TERMINAL,RD 28 KM 0.2,GUAYNABO,GUAYNABO,PR,965,18.391571,-66.117699,424710,TOLUENE,108883,YES,TRI,NO,NO,R,Pounds,32,1043,0,1075
2016,0096WPMNRG1922A,1.10039E+11,PUMA ENERGY CARIBE LLC-GUAYNABO 1 TERMINAL,RD 28 KM 0.2,GUAYNABO,GUAYNABO,PR,965,18.391571,-66.117699,424710,N-HEXANE,110543,YES,TRI,NO,NO,R,Pounds,0.6,166.77,0,167.37
2016,00701DPNTGHIGHW,1.10008E+11,DUPONT AGRICULTURAL CARIBE INDUSTRIES LTD,"P.R. RD NO. 686, KM. 2.3",MANATI,MANATI,PR,674,18.451004,-66.470899,325320,NITRATE COMPOUNDS,N511,NO,TRI,NO,NO,R,Pounds,0,0,0,1145
2016,00659CNTRLRD2KM,1.1E+11,ADM ALLIANCE NUTRITION OF PR LLC,STATE RD NO. 2 KM 83.0 CARRIZALES WARD,HATILLO,HATILLO,PR,659,18.485142,-66.777319,311119,CHROMIUM,7440473,YES,TRI,YES,YES,A,Pounds,0,0,0,0
2016,00661CRBGNSTROA,1.10008E+11,GE INDUSTRIAL OF PR LLC,STATE RD 3 KM 82.0,HUMACAO,HUMACAO,PR,791,18.149008,-65.822134,335313,SILVER,7440224,NO,TRI,YES,NO,R,Pounds,368,0,0,368
2016,00785SPRTRKM142,1.10012E+11,AES PUERTO RICO LP,"KM 142, RD #3 BO. JOBOS",GUAYAMA,GUAYAMA,PR,785,17.9451,-66.1503,221112,MANGANESE COMPOUNDS,N450,YES,TRI,YES,NO,R,Pounds,0,121,0,121
2016,00612THRMKZENOG,1.10001E+11,THERMO KING PUERTO RICO MANUFACTURA INC,517 ZONA IND US TRIAL,ARECIBO,ARECIBO,PR,612,18.45815,-66.746457,333415,MANGANESE,7439965,YES,TRI,YES,NO,R,Pounds,0,41.29,0,41.29
2016,00701CYNMDPRROA,1.10008E+11,BASF AGRICULTURAL PRODUCTS DE PUERTO RICO,STATE RD PR 2 KM 47.4,MANATI,MANATI,PR,674,18.437222,-66.475388,325320,DIMETHYLAMINE,124403,NO,TRI,NO,NO,R,Pounds,0,31,0,31
2016,00613CRBGPZENOG,1.10001E+11,GE INDUSTRIAL OF PUERTO RICO LLC ARECIBO PLANT,RT. 129 KM. 41.0 ZENO GANDIA INDUSTRIAL PARK,ARECIBO,ARECIBO,PR,612,18.462669,-66.749238,332813,COPPER,7440508,NO,TRI,YES,NO,R,Pounds,0,11905,0,11905
2016,00785SPRTRKM142,1.10012E+11,AES PUERTO RICO LP,"KM 142, RD #3 BO. JOBOS",GUAYAMA,GUAYAMA,PR,785,17.9451,-66.1503,221112,NICKEL COMPOUNDS,N495,YES,TRI,YES,NO,R,Pounds,0,119,0,119
2016,00754LNCMNURBAP,1.10005E+11,LANCO MANUFACTURING CORP,URB APONTE # 5,SAN LORENZO,SAN LORENZO,PR,754,18.193248,-65.94819,325510,CYCLOHEXANE,110827,NO,TRI,NO,NO,R,Pounds,5.32,10.08,0,15.4
2016,00725SCHSCRD175,1.10011E+11,SACHS CHEMICAL INC,RD 175 KM.0.02 RIO CANA IND WARD LOT 18,CAGUAS,CAGUAS,PR,725,18.296341,-66.05461,424690,ETHYLENE GLYCOL,107211,YES,TRI,NO,NO,A,Pounds,0,0,0,0
2016,00767YBCSNROUTE,1.10001E+11,BUCKEYE CARIBBEAN TERMINALS LLC (FORMER SCYI),RT 901 KM 2.7 CAMINO NUEVO WARD,YABUCOA,YABUCOA,PR,767,18.046899,-65.85116,493110,N-HEXANE,110543,YES,TRI,NO,NO,R,Pounds,571,5040,0,5611
2016,00920PRPSNMERCA,1.10001E+11,PREPA - SAN JUAN STEAM PLANT,MERCADO CENTRAL AVE ZONA PORTUARIA RD PR-28,PUERTO NUEVO,SAN JUAN,PR,920,18.42722,-66.10472,221112,POLYCYCLIC AROMATIC COMPOUNDS,N590,YES,PBT,NO,YES,R,Pounds,0,710.6,0.281,710.881
2016,00694HRVYHRD686,1.10001E+11,HUBBELL CARIBE LTD,RD 686 KM 17.3,VEGA BAJA,VEGA BAJA,PR,693,18.48647,-66.405199,335931,MANGANESE,7439965,YES,TRI,YES,NO,R,Pounds,0,0,0,0
2016,00926WTRTRPOBOX,1.10001E+11,WATER TREATMENT SPECIALIST INC,"PR RD 869, KM 2.0 BO PALMAS INDUSTRIAL PARK",CATANO,CATANO,PR,962,18.433861,-66.149611,325998,AMMONIA,7664417,NO,TRI,NO,NO,R,Pounds,0,0.340524,0,0.340524
2016,00706BXTRFCARR3,1.10013E+11,FENWAL INTERNATIONAL INC,RD 357 KM 0.8,MARICAO,MARICAO,PR,606,18.18642,-66.985694,325412,DI(2-ETHYLHEXYL) PHTHALATE,117817,YES,TRI,NO,YES,R,Pounds,0,3.68,0,3.68
2016,00965SSCTBSTATE,1.10009E+11,TOTAL GUAYNABO BULK TERMINAL,STATE RD NO 28 KM 0..8,GUAYNABO,GUAYNABO,PR,965,18.425225,-66.106555,424710,CYCLOHEXANE,110827,NO,TRI,NO,NO,R,Pounds,3.7,47.29,0,50.99
2016,00785SPRTRKM142,1.10012E+11,AES PUERTO RICO LP,"KM 142, RD #3 BO. JOBOS",GUAYAMA,GUAYAMA,PR,785,17.9451,-66.1503,221112,MERCURY COMPOUNDS,N458,YES,PBT,YES,NO,R,Pounds,0,30,0,30
2016,00718CMBPRELDUQ,1.10023E+11,COMBE PRODUCTS INC,EL DUQUE INDUSTRIAL PARK RD 971 ST A,NAGUABO,NAGUABO,PR,718,18.210845,-65.726706,325620,CERTAIN GLYCOL ETHERS,N230,YES,TRI,NO,NO,R,Pounds,0,0,0,0
2016,00757SNDSTRD537,1.10042E+11,HAMILTON SUNDSTRAND DE PUERTO RICO INC,RD 538 KM 0.7 FELICIA INDUSTRIAL PARK,SANTA ISABEL,SANTA ISABEL,PR,757,17.960035,-66.405047,336413,DIISOCYANATES,N120,YES,TRI,NO,NO,R,Pounds,0,0,0,0
2016,0073WCNGRNANTNI,1.1006E+11,CONGAR INTERNATIONAL CORP,ANTONIO R BARCELO AVE (PR-14) KM 72.2,CAYEY,CAYEY,PR,736,18.122897,-66.140035,312230,NICOTINE AND SALTS,N503,NO,TRI,NO,NO,R,Pounds,5,0,0,5
2016,00619HRRSD15CST,1.10008E+11,HARRIS PAINTS CORP,"25 C STREET, MINILLAS INDUSTRIAL PARK, BAYAMON, PR",BAYAMON,BAYAMON,PR,959,18.392783,-66.164396,325510,N-HEXANE,110543,YES,TRI,NO,NO,R,Pounds,966,678,0,1644
2016,00617PRCSNTMASD,1.10025E+11,ADM ALLIANCE NUTRITION OF PUERTO RICO LLC,TOMAS DAVILA ST EDIF 10  PALMAS ALTAS INDUSTRIAL P,BARCELONETA,BARCELONETA,PR,617,18.452756,-66.540381,311119,CHROMIUM,7440473,YES,TRI,YES,YES,A,Pounds,0,0,0,0
2016,00791PRPYBPR03K,1.10007E+11,PREPA-YABUCOA GAS TURBINES POW ER PLANT,PR-03 KM 86.5,HUMACAO,HUMACAO,PR,791,18.106453,-65.824499,221112,NAPHTHALENE,91203,YES,TRI,NO,NO,A,Pounds,0,0,0,0
2016,00617PFZRPHIGHW,1.10008E+11,PFIZER PHARMACEUTICALS LLC,HWY #2 KM 58.2,BARCELONETA,BARCELONETA,PR,617,18.432819,-66.571055,325412,ETHYLENE GLYCOL,107211,YES,TRI,NO,NO,R,Pounds,0,0,0,0
2016,00747LCTTPNO9VQ,1.1E+11,HENKEL PUERTO RICO INC,QUILICHINI AVE # 9,SABANA GRANDE,SABANA GRANDE,PR,637,18.071036,-66.960911,325520,DIISOCYANATES,N120,YES,TRI,NO,NO,A,Pounds,0,0,0,0
2016,00613RSTNDROUTE,1.10007E+11,CUTLER HAMMER ELECTRICAL CO,RD 2 KM 67.6 SANTANA IND US TRIAL PARK,ARECIBO,ARECIBO,PR,612,18.444873,-66.649872,335313,ZINC COMPOUNDS,N982,NO,TRI,YES,NO,R,Pounds,0,52,0,52
2016,00767YBCSNROUTE,1.10001E+11,BUCKEYE CARIBBEAN TERMINALS LLC (FORMER SCYI),RT 901 KM 2.7 CAMINO NUEVO WARD,YABUCOA,YABUCOA,PR,767,18.046899,-65.85116,493110,NICKEL COMPOUNDS,N495,YES,TRI,YES,NO,A,Pounds,0,0,0,0
2016,00619CRBBNLUCHE,1.10008E+11,PUMA ENERGY CARIBE LLC,PR 28 KM 2 LUCHETTI IND US TRIAL PARK,BAYAMON,BAYAMON,PR,961,18.418463,-66.137481,424710,CYCLOHEXANE,110827,NO,TRI,NO,NO,R,Pounds,1.634,144,0,145.634
2016,00617PRCSNTMASD,1.10025E+11,ADM ALLIANCE NUTRITION OF PUERTO RICO LLC,TOMAS DAVILA ST EDIF 10  PALMAS ALTAS INDUSTRIAL P,BARCELONETA,BARCELONETA,PR,617,18.452756,-66.540381,311119,COBALT,7440484,YES,TRI,YES,YES,A,Pounds,0,0,0,0
2016,00659CNTRLRD2KM,1.1E+11,ADM ALLIANCE NUTRITION OF PR LLC,STATE RD NO. 2 KM 83.0 CARRIZALES WARD,HATILLO,HATILLO,PR,659,18.485142,-66.777319,311119,COBALT COMPOUNDS,N096,YES,TRI,YES,YES,A,Pounds,0,0,0,0
2016,00619CRBBNLUCHE,1.10008E+11,PUMA ENERGY CARIBE LLC,PR 28 KM 2 LUCHETTI IND US TRIAL PARK,BAYAMON,BAYAMON,PR,961,18.418463,-66.137481,424710,XYLENE (MIXED ISOMERS),1330207,YES,TRI,NO,NO,R,Pounds,4,1489.82,0,1493.82
